,Height,Weight,Grade
249,164.624600776,60.1165671685,C
250,167.821718253,61.2151946884,B
251,163.701243235,58.7593152282,C
252,184.914786739,73.8003575743,D
253,170.838146039,64.2938539444,C
254,170.256605919,63.6284914189,E
255,181.230211854,71.307335936,D
256,176.584258896,67.0823345661,D
257,159.728244067,55.6417986427,E
258,160.795990541,56.4179347303,B
259,172.502962117,66.17142847,C
260,178.625506029,67.1830797245,C
261,171.018886796,62.7204468936,C
262,169.292323973,62.0015740372,C
263,177.671424695,68.9948984703,E
264,176.591151574,67.8380349572,E
265,175.343770168,69.1983862963,E
266,175.022917899,65.3899588031,C
267,192.056193544,79.9004915766,B
268,177.241957389,66.3641350062,D
269,175.929775928,68.1206502573,E
270,172.514400901,65.2094385578,B
271,166.585820666,60.59028783,E
272,172.422997779,63.4488024786,D
273,174.835585582,66.0614234241,B
274,175.224879032,66.0392995995,C
275,173.354331521,66.5098668701,D
276,169.157117671,62.327204902,C
277,162.092665693,58.5087015613,E
278,180.446247122,69.7924318791,B
279,175.760295748,66.6838480941,B
280,163.520676354,58.7456595123,B
281,164.540797029,59.1360287402,C
282,175.230241342,68.6372392668,C
283,167.516593119,61.4243786191,A
284,172.753698077,64.5759372986,C
285,175.75896104,67.3908664761,D
286,180.405755671,70.5596746,E
287,175.318167331,66.9416187626,D
288,177.675446013,69.2879073733,D
289,171.390971735,64.8175612985,B
290,182.222052165,72.1241289547,D
291,176.586982344,67.6613464891,A
292,177.13796123,69.20440643,E
293,173.3344297,64.5534180548,E
294,173.957289486,66.1740394041,D
295,166.323037492,61.594010081,D
296,172.509262691,65.8802313813,E
297,170.590983726,63.8819323135,C
298,172.120953908,63.7214593982,C
299,170.670167327,61.425744447,E
300,173.665253222,64.7976848089,B
301,170.073229038,62.0652065751,E
302,182.257621093,73.3482417241,D
303,169.757465311,62.0568412783,C
304,169.752938358,63.2473371675,B
305,170.110506944,62.0946304035,D
306,162.791513142,57.8501224147,C
307,170.453253238,61.0122232007,D
308,174.984017283,65.4537746265,E
309,175.801576989,66.9422559268,A
310,176.488692204,66.0143534218,D
311,162.391765536,57.354111393,E
312,163.685275504,58.4975721248,E
313,170.268522122,62.8391871635,E
314,173.480963516,64.9249196057,E
315,171.846444425,65.1773691099,E
316,163.426801852,57.7891147063,B
317,179.59627416,67.2457121629,E
318,163.451384374,56.4472788162,D
319,173.009459457,65.6988047201,D
320,162.95710547,56.4994023248,E
321,168.290726562,61.7648047238,D
322,166.862829044,60.806337385,B
323,178.624037163,68.3867414376,E
324,171.936418209,63.6087553404,E
325,179.312309404,71.2923124082,C
326,168.73641557,63.0059771491,C
327,168.425758163,61.4682125489,C
328,170.540567137,64.4283138295,E
329,176.077510964,67.430945438,A
330,161.187490897,54.8308655911,D
331,174.944946493,67.7474457021,D
332,173.301741516,66.9520472955,C
333,164.328738688,58.1078578005,E
334,176.899447374,68.0783655286,C
335,164.246516061,58.7385346163,E
336,170.278327974,64.4547702358,D
337,189.610350142,77.6543178076,C
338,167.69937736,61.2263010113,E
339,167.564423836,61.6823960358,E
340,174.399352646,66.1636319869,D
341,173.366251217,65.2180292614,A
342,160.113751528,54.6854071598,E
343,165.767887205,60.5598131592,C
344,172.980189656,66.2608220726,E
345,174.927956118,68.5943348255,B
346,183.336289677,72.0944205214,D
347,165.800711843,60.6289499265,A
348,165.420039042,58.5117223685,B
349,172.737641265,65.5622665591,C
350,179.524415613,69.1021546719,D
351,180.69049205,70.5405957859,A
352,174.262720151,65.5682471882,E
353,177.558479794,67.7484017335,E
354,170.284046588,62.6996322915,C
355,172.108564808,64.2511230624,E
356,173.692013522,65.7349107644,D
357,173.780939396,67.2965353676,D
358,179.879700106,70.5684633789,C
359,172.753942823,65.941522107,B
360,174.6106873,66.6111206373,B
361,180.293786729,70.3950590273,D
362,176.917052714,68.7864518491,B
363,173.846876774,66.5319442879,C
364,172.46514701,65.1294352161,E
365,172.049782606,65.933590756,E
366,174.891362934,67.7738103349,E
367,162.160806073,60.0881887722,B
368,174.921531017,66.6590165816,E
369,170.140898258,61.7786878449,C
370,167.006436615,61.2694118408,B
371,176.243652978,69.4150303543,E
372,170.54458792,63.9857712922,E
373,171.556388759,65.7066803125,D
374,171.540363394,64.2936015963,E
375,179.158848961,69.0572300295,C
376,181.076201673,69.0772122077,C
377,160.844489065,57.842821199,E
378,167.690274514,61.9795811762,D
379,172.025288853,66.1647093345,C
380,169.139892488,61.7791651964,D
381,179.389381693,67.8610786623,D
382,171.416985107,64.7354448126,E
383,171.845902961,65.2107808164,D
384,171.101685103,64.4310317123,C
385,169.280834336,62.8498697497,C
386,171.126600862,63.1354858688,D
387,168.314755435,60.3370663372,D
388,188.965358945,74.7312217054,B
389,183.435270482,72.8333728805,E
390,176.092467504,66.6008592003,D
391,171.167865886,63.9091946095,C
392,167.343120281,60.9402147076,C
393,169.938532042,63.2670283939,E
394,164.610972308,59.6746076869,D
395,168.386241474,63.8219763547,E
396,170.201194065,65.2126790009,B
397,170.004026661,63.6212782436,C
398,167.14962471,59.7882596534,B
399,172.334972832,65.1723277144,B
400,172.442114932,62.9102479661,C
401,167.949396637,62.5420259929,C
402,167.486580213,59.0632367096,E
403,175.281746148,65.5024940878,E
404,175.462847947,66.4685185863,B
405,175.912114744,66.1402989822,B
406,167.064849051,61.0004590305,B
407,176.322215935,67.9265326508,D
408,168.511760662,62.1887374929,A
409,162.218634487,57.9170312645,D
410,164.576535906,59.8506510789,B
411,173.942965234,66.2723111379,A
412,182.287553253,71.9811676893,D
413,170.768561083,63.5968753326,C
414,185.821388639,76.4044180681,D
415,172.235899106,64.6975942626,C
416,177.881529377,67.4090283129,E
417,171.65434312,65.6413763673,D
418,168.742937027,60.777004033,D
419,162.113860837,56.7173273683,D
420,173.936167849,65.0999571241,E
421,173.977807457,65.9632151966,B
422,177.571034878,68.9775596367,E
423,170.360928028,63.5109379746,C
424,179.079916568,71.3019646292,C
425,174.566259728,66.1520216207,D
426,171.719750082,63.577036827,B
427,166.172571726,59.5001754032,B
428,173.175515203,63.5521033518,C
429,170.540244443,61.0419548369,C
430,176.209898418,67.1308718729,D
431,180.221844022,68.232379489,A
432,173.5203842,64.7289197344,B
433,160.618725321,56.6402164989,C
434,163.658125705,58.1359333275,E
435,177.157410226,67.9970492727,D
436,164.36178476,58.7935231291,B
437,168.846132738,61.3350657293,E
438,171.99079773,64.8467149765,D
439,166.970072494,59.3831593858,E
440,175.626708225,68.0880139481,D
441,167.442804378,60.7618981141,B
442,180.845692735,70.3123323401,C
443,168.611299507,62.3422956326,C
444,176.440780893,69.3495124584,C
445,173.989382591,64.8385535298,B
446,178.016266729,68.2962405993,D
447,160.915722048,56.7106892176,E
448,169.901452934,63.31614828,D
449,180.625339161,72.3963439405,D
450,165.34928383,59.6692990956,E
451,172.356869121,65.1422598349,D
452,162.749426404,57.9830522242,A
453,165.762754312,61.0202340377,D
454,174.619926472,64.7253309319,B
455,165.324756113,59.4657553928,D
456,177.597285382,66.5870670384,E
457,167.860279676,62.7192972099,A
458,175.918483548,67.2902224384,D
459,164.872859888,59.5507212112,C
460,165.459257552,59.5160362715,B
461,165.18836541,60.4760255217,B
462,179.874055969,69.4968587544,C
463,167.859992444,61.6806374601,D
464,161.024243364,58.2141254801,E
465,169.187559066,62.3218915607,C
466,184.601945754,73.5302892331,C
467,176.141412167,66.5330132861,B
468,185.931789608,74.4394448555,C
469,173.762967521,65.4537197126,A
470,165.177273716,59.6238971777,C
471,175.577552135,66.4604359159,C
472,179.704164041,70.3484288297,E
473,173.121261197,65.3251586532,D
474,162.870600518,59.0116088756,D
475,169.963209932,62.1450810829,C
476,168.511711439,63.86843141,E
477,175.593598269,67.1349109631,C
478,174.272147958,68.0353255758,E
479,165.355185115,61.0140840983,A
480,174.3175006,65.6808694382,B
481,166.152901121,60.8261562606,B
482,174.704737848,66.4715213262,D
483,165.853461769,60.1518092614,A
484,171.659464412,64.7259835499,C
485,177.948000969,69.0754677015,E
486,179.224101495,68.1329707777,D
487,176.311008265,65.9283339033,C
488,169.409738521,63.0437231915,B
489,180.971774768,71.3469719439,B
490,168.291644212,58.2228952337,D
491,172.962191119,64.7775923925,D
492,191.578243144,78.2821123483,C
493,168.912068728,63.050306825,B
494,171.353621655,62.6287360634,B
495,176.244987971,67.2059867706,C
496,175.149629015,66.8656235165,C
497,172.092974373,63.9028417126,A
498,161.071845079,55.8470373092,E
499,165.159171075,58.9594636295,E
500,171.630205381,64.8103953791,E
501,185.394630331,72.8814514263,E
502,173.881004867,65.7103442478,D
503,177.275664642,68.757583668,C
504,176.997762277,67.8781006006,D
505,175.723021905,67.6226262514,B
506,171.691972163,64.5994204594,E
507,177.213569925,68.3641930912,B
508,172.608384558,64.6411106105,E
509,171.288029006,63.0608651912,E
510,167.935617144,60.9785072129,E
511,173.586039663,65.4886296824,E
512,176.481615412,68.2592628935,B
513,171.21647779,63.8197445596,D
514,167.01950903,60.7796026793,D
515,170.124157121,65.0992253579,C
516,169.209742096,62.5899699507,E
517,166.509607541,60.1355172517,D
518,170.822523617,65.0628820577,A
519,173.825226067,66.6330214272,B
520,169.406867116,65.7181827517,E
521,178.598811347,68.9990425663,C
522,177.712321046,69.1533853036,C
523,177.393016635,67.989456883,B
524,173.758189106,65.580973093,A
525,182.668616303,70.9543544483,A
526,165.44213617,58.8048604579,D
527,180.208353714,71.7208135135,B
528,178.248521272,66.4129902637,E
529,181.13981227,70.3058259447,B
530,170.802116737,62.6836346803,E
531,171.287867735,62.8583143563,D
532,164.658456665,58.6995005832,D
533,167.833123517,60.7993678177,E
534,165.713253366,60.7366545682,B
535,176.126457386,67.588762488,E
536,177.976311775,68.0917649749,D
537,169.28687807,61.2612150231,B
538,177.788521375,68.9629029956,A
539,172.94567277,62.9007674007,C
540,171.384124192,65.952706059,C
541,181.786912058,71.6972566453,C
542,167.961530368,63.2150770743,B
543,180.304319751,71.0987956489,C
544,160.931120702,56.0522464706,E
545,180.989969304,70.2709878596,C
546,161.934385163,56.0135591896,C
547,167.201387645,61.6355520444,A
548,162.157059065,58.5368743766,C
549,177.055283425,66.6460067206,D
550,171.615245242,63.9059553221,C
551,171.741752372,65.0469290192,D
552,173.92307749,66.8827245791,C
553,177.062369881,65.4445482177,E
554,171.558051015,64.2813815032,E
555,176.703500277,69.1014956341,D
556,180.174497821,71.5337420795,C
557,178.438235939,68.1031140305,C
558,167.876916576,63.5833722721,A
559,172.069887251,64.4149457452,D
560,177.659135385,67.1636139594,C
561,175.459151795,64.1553607642,E
562,167.112385922,61.0783870624,E
563,169.475721883,62.7729382012,E
564,168.748380612,60.68986018,A
565,172.119940082,64.1896241731,D
566,164.8598547,59.7608901262,A
567,156.581174558,53.9847434676,D
568,167.653107149,62.2084505942,D
569,173.387474433,65.8638822022,D
570,166.603868082,60.2187583258,C
571,180.486868211,70.5865240167,D
572,164.770281331,58.2213762288,D
573,168.310665543,62.1283377196,E
574,173.130372126,65.8081916116,D
575,180.49850327,70.8259038489,E
576,166.486129054,60.9629893993,D
577,166.771684557,61.5642690349,C
578,166.463669866,61.703573594,E
579,171.952512519,63.0822981118,E
580,170.193302291,64.830453239,D
581,173.321743836,64.9303088024,E
582,170.586764031,63.5187250712,A
583,170.693366973,63.644875934,E
584,167.718923534,60.1260869024,D
585,170.57867662,62.5949378709,B
586,165.740342697,58.3780286624,B
587,166.419389394,60.2719981686,E
588,174.783423166,67.8493404986,E
589,174.534857051,65.6788930479,D
590,176.209546596,66.5898423896,E
591,176.038210823,66.3629269074,E
592,164.973176662,61.063878266,D
593,180.075585681,70.9287560122,B
594,187.698046503,75.3635439252,D
595,161.49376333,56.3432060212,C
596,171.527875313,64.0952134851,D
597,176.257752458,67.2168218777,C
598,173.126714417,64.9761228312,D
599,164.305908302,59.0322621167,C
600,173.175892794,65.6468938763,C
601,171.510032396,65.2413050609,B
602,171.191072895,63.626827416,B
603,179.751516348,68.9502094282,D
604,183.223906051,71.3439065053,A
605,177.004521157,66.8570719505,E
606,175.023818819,67.1637105515,C
607,173.137304904,67.32166035,C
608,168.876572665,62.718642176,A
609,161.930077433,58.2164466583,B
610,177.593329598,67.5975221593,B
611,158.265832031,55.7835786813,C
612,166.523217181,59.9453812202,D
613,172.72872364,64.4331939348,E
614,167.044804636,60.135251604,C
615,170.013612352,63.8894310295,B
616,176.958149919,66.0422243456,D
617,173.555436519,65.2213365661,B
618,167.116741409,62.2736655708,D
619,166.695775889,61.0584288155,B
620,173.603554343,66.5611420427,D
621,178.110484803,68.7609032529,B
622,162.182341074,57.8976816816,D
623,178.418558782,68.5618560596,D
624,179.887177588,69.7839368528,E
625,164.750307264,60.0147711525,D
626,169.636291338,64.0442126878,E
627,175.171208211,66.4320598486,E
628,173.558678362,65.48329243,D
629,170.733203235,64.9193606239,B
630,168.575527046,62.4344757127,D
631,163.521505597,58.2535332599,B
632,173.152595292,65.6609593269,E
633,163.16322181,59.8768257921,C
634,167.754950621,60.2013917317,D
635,160.873963756,57.9256873739,B
636,176.731420139,68.8388913457,B
637,169.224285437,61.4622296658,C
638,167.157086616,60.0054491956,E
639,171.747030102,64.6236806186,D
640,177.992641955,70.5886556984,E
641,170.715826982,62.3528928918,D
642,164.202159609,58.7489141896,B
643,160.644171943,55.8892320843,D
644,170.403426319,64.8845776537,E
645,173.886598843,67.226274092,B
646,179.288352256,70.0637024299,E
647,185.750939998,73.3207139671,E
648,162.224577547,57.5390213231,D
649,165.989159226,58.1628664945,C
650,171.02544544,64.3895156187,B
651,167.578364495,61.7537654447,E
652,172.010091999,63.7726224018,D
653,167.468808035,59.9502010145,A
654,169.414776192,62.431642777,B
655,162.149127696,56.3774400318,C
656,173.46566235,65.6842914105,C
657,174.73243468,66.4389122625,D
658,167.891531526,63.6638442891,B
659,178.889963358,68.8985796428,E
660,175.332582024,67.1646598352,D
661,164.646330782,59.2182849337,D
662,168.233311996,63.7384529415,A
663,176.922178637,68.7654765012,B
664,176.340883127,66.3494360857,B
665,169.251899129,61.5572854589,C
666,180.218489432,71.0087138985,A
667,166.44613033,60.2248129502,D
668,176.551861474,65.4212762222,B
669,167.864676274,61.1852003307,D
670,174.013309869,65.2110633431,C
671,171.95278165,63.9048785727,D
672,172.711189524,65.0657376637,D
673,175.399530812,67.1638215609,C
674,179.594816395,69.5259894973,A
675,162.323617093,57.3730985731,C
676,164.065179726,58.7749924116,C
677,170.803823868,62.566705801,E
678,170.942661738,63.0557741907,E
679,170.034794411,64.0954980633,E
680,160.297478885,54.7316894101,E
681,162.098311367,57.4828776843,B
682,167.572121733,60.332479932,C
683,175.714902431,67.8252777541,D
684,175.893343207,66.6517780529,C
685,158.735209502,53.5189619745,D
686,171.474701992,62.5999207932,A
687,160.871127895,56.6407129944,A
688,175.995561717,68.4375050676,B
689,178.168600847,68.6026735681,C
690,173.255080504,65.3353284772,E
691,178.103940485,68.9482421859,E
692,166.153223493,61.2771895595,E
693,188.611259651,76.9892344841,E
694,163.08522168,58.4118173943,D
695,174.583181104,65.8267512631,B
696,168.76049095,61.9402653286,D
697,175.070671053,65.6980695176,D
698,165.953141617,59.871942009,E
699,167.301372614,61.5717328784,C
700,164.414279234,57.6401189906,D
701,167.092006913,60.4481419667,B
702,170.146127461,63.1376513936,E
703,166.54808974,59.3015068185,C
704,176.008996075,67.6147726665,B
705,178.846979519,69.3401712525,C
706,175.348321633,66.4547073563,D
707,162.952784712,57.7375428653,A
708,177.745785799,68.584041097,B
709,173.87157675,64.3527789339,B
710,178.629244927,67.2637806195,D
711,184.149079939,70.7928209501,C
712,172.938940944,65.7884519012,D
713,179.067815597,70.0621764468,D
714,165.414510964,60.3349342601,D
715,165.544104157,61.8777229607,D
716,172.040252504,64.9081895374,E
717,160.922332933,54.6074837498,B
718,174.038110982,66.868313313,E
719,180.592908382,71.7357727082,C
720,168.465268876,63.7512059805,E
721,176.413635825,67.6056937667,C
722,178.411604649,69.3280264714,B
723,175.389138439,66.9913446427,B
724,176.954589081,67.2981766479,A
725,171.396832161,63.099192173,D
726,160.809122968,57.7738426275,D
727,170.663661133,63.4407357837,E
728,177.545075931,69.2118627961,B
729,165.058017952,58.6599506763,C
730,176.997011536,66.7025813277,E
731,172.904455774,64.3367403289,B
732,174.237212998,66.0593627249,A
733,174.771868373,65.2785299184,A
734,177.018397773,67.7471574373,D
735,173.574242512,64.1272977061,C
736,175.648556851,67.9069411711,E
737,176.761694974,67.0969928879,C
738,173.400085971,64.693700816,E
739,167.612692198,60.6591996137,E
740,161.532929543,56.7157254607,E
741,174.168066989,65.3510721416,B
742,166.093315398,60.2036511626,B
743,164.601370268,58.2523180839,B
744,164.616515295,59.034900037,B
745,174.241230655,65.245260342,C
746,167.745093894,63.7280161711,C
747,172.912626437,64.5126436008,E
748,178.598411062,70.6602337114,C
749,169.297149523,63.6166694212,B
750,163.215068648,57.4087753846,B
751,167.967340791,61.7178196188,C
752,164.712269505,59.1920660401,C
753,180.225229061,70.8988846346,D
754,167.807987294,61.5009581526,B
755,171.694778668,63.6579764037,C
756,166.112986256,59.8558393076,D
757,180.173133302,70.9306884468,C
758,173.585197015,64.4551482295,D
759,167.051212246,62.6996854003,D
760,173.141843163,66.0521726256,B
761,179.364365055,70.0025939303,C
762,176.035232185,68.6246905366,D
763,165.322107614,58.5313574676,E
764,177.960388105,70.0770860192,B
765,156.376973961,53.7606014732,E
766,177.221571287,67.7079300663,E
767,182.34084943,72.5946004694,C
768,172.590612732,63.7603549226,E
769,169.432761564,62.552049767,C
770,159.702095122,57.046205631,D
771,169.044646183,62.9835800844,C
772,167.715229844,60.2983602808,E
773,162.314574035,57.3161101345,A
774,167.847437729,61.013646483,E
775,174.567462175,66.3770414266,D
776,165.527460422,59.6336765607,B
777,169.782867388,62.5610419825,D
778,175.634902379,66.8934497663,E
779,170.315685215,61.6386900288,E
780,171.312099721,62.9144816834,E
781,175.176823655,67.0954942417,E
782,174.939363998,65.3384327934,A
783,172.229691516,62.8950866181,D
784,180.763031183,72.1583897818,E
785,163.085978538,58.5415541056,D
786,171.74380957,64.214736777,C
787,174.675662722,66.3867994611,E
788,170.595004979,62.1973978353,C
789,168.898904613,61.3361056894,B
790,170.350945978,64.3921775444,E
791,179.145022879,68.9454170003,D
792,173.727127577,65.0248342692,B
793,172.046737973,64.641854016,B
794,166.497727369,61.4442991698,C
795,165.972553111,59.9449409308,E
796,175.0328579,66.4002398525,E
797,175.360591258,65.3272247528,D
798,171.818266515,64.2210584678,E
799,177.176180936,65.5181643104,A
800,175.645690604,69.1549442308,E
801,171.219667985,63.2381128295,E
802,171.726293787,63.0420476456,B
803,177.715684718,69.4194265675,E
804,171.845315045,63.7293147509,D
805,171.299907694,63.0040538899,D
806,174.524279125,67.5331978453,C
807,174.711876629,66.9346405238,C
808,169.084866877,61.8445807688,E
809,178.767645953,68.2835568761,B
810,165.348387676,60.0412438862,D
811,165.496217904,58.7826326419,D
812,178.505414207,70.3173767224,C
813,176.989521722,69.0400420496,B
814,164.561359126,58.4834559188,C
815,179.298458897,70.3900232189,D
816,183.810510832,72.7807054701,C
817,168.393376116,61.2327410976,C
818,172.288834204,65.7247781391,C
819,168.55274173,60.9549589508,E
820,157.713829286,54.1149301537,E
821,179.824042305,67.5135643283,D
822,167.167548831,60.2128046216,C
823,169.036543778,61.4460590732,D
824,176.414529515,68.1345611983,C
825,175.17050587,65.5084156814,D
